1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
3269	69746	bgu.7.1691.txt	8 8 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		Appio Annio [Gallo] [M(arco)] [Atilio] [Br]adua co(n)s(ulibus) |middot| anno XII|num=12| [Imp(eratoris)] [Caes(aris)] [Ner(vae)] [Traian]i Aug(usti) Germanici Dacici	0109-06-30	0109-06-30	0	
3270	69746	bgu.7.1691.txt	14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		A(ulo) Cornelio Palma Frontoniano [II] [P(ublio)] [Calvisio] [Tullo] Rusone co(n)s(ulibus) |middot| V|num=5| K(alendas) |middot| Iulias |middot| |gap=unknown|	0109-06-30	0109-06-30	0	
3271	69746	bgu.7.1691.txt	18 18 18 18 18 18 18	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		V|num=5| Id(us) Iunias |middot| q(uae) p(roxumae) f(uerunt)	0109-06-30	0109-06-30	0	
3272	69747	bgu.7.1692.txt	1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 4 4 4	Lucio |middot| Lolliano Avito | Tito Statilio Maximo consulibus | Idibus | Octobribus | anno VIII | Imperatoris Caesaris Titi Aeli Hadriani Antonini Augusti Pii | mense Phaophi | die XVIII	consul: L. Hedius Rufus Lollianus Avitus | consul: T. Statilius Maximus | day: Idus | month: October | year: 8 | king: Antoninus Pius | month: Phaophi | day: 18	L(ucio) |middot| Lolliano Avito T(ito) Statilio Maximo co(n)s(ulibus) Idib(us) Octobr(ibus) anno VIII Imp(eratoris) Caesaris Titi Aeli hadrianiani* Antonini Aug(usti) Pii mense Phaophi die XVIII	0144-10-15	0144-10-15	0	
3273	69747	bgu.7.1692.txt	9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 11 11	Lucio |middot| Lolliano Avito | Tito Statilio Maximo consulibus | anno VII | Imperatoris Caesaris Titi Aeli Hadriani Antonini Augusti Pii	consul: L. Hedius Rufus Lollianus Avitus | consul: T. Statilius Maximus | year: 7 | king: Antoninus Pius	L(ucio) |middot| Lolliano Avito T(ito) Statilio Maximo co(n)s(ulibus) anno VI[I] Imp(eratoris) Caesaris Titi Aeli Hadriani Antonini Aug(usti) piia*	0144-10-15	0144-10-15	0	
3274	69747	bgu.7.1692.txt	14 14 14 14 14 14/15 15 15 15	anno VIII | Imperatoris Antonini domini nostri | isdem consulibus	year: 8 | king: Antoninus Pius | 0	anno VIII |middot| Imp(eratoris) antoninini* domini n(ostri) isdem co(n)s(ulibus)	0144-10-15	0144-10-15	0	
3275	69747	bgu.7.1692.txt	15 15	Idibus | Septembribus	day: Idus | month: September	Ịḍibus Septembr(ibus)	0144-10-15	0144-10-15	0	
3276	69747	bgu.7.1692.txt	18 18 18 19 19 19 19 19	XV Kalendas | Septembres | quae |middot| proxumae |middot| fuerunt	0 | month: September | 0	XV Kal(endas) Septembr(es) q(uae) |middot| p(roxumae) |middot| f(uerunt)	0144-10-15	0144-10-15	0	
3277	69748	bgu.7.1693.txt	1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4	Imperatore Caesare Tito Aelio Hadriano Antonino Augusto Pio IIII | Marco Aelio Caesare II consulibus | XVI Kalendas | Iunias | anno VIII | Imperatoris Caesaris Titi Aeli Hadriani Antonini Augusti Pii | mense Pachon | die XXII	consul: Imp. Caesar T. Aelius Hadrianus Antoninus Augustus Pius IV | consul: M. Aurelius Caesar II | 0 | month: Iunius | year: 8 | king: Antoninus Pius | month: Pachons | day: 22	Imp(eratore) Caesare T(ito) Aelio Hadriano Antonino Aug(usto) Pio IIII M(arco) aeaelio* Caesare II co(n)s(ulibus) XVI K(alendas) Iun(ias) anno VIII Imp(eratoris) Caesaris T(iti) Aeli Hadriani Antonini Augusti Pii mense Pachon die XXII	0145-05-17	0145-05-17	0	
3278	69748	bgu.7.1693.txt	8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 10 10	Lucio Lolliano Avito | Tito Statilio Maximo consulibus | anno VIII | Imperatoris Caesaris Titi Aeli Hadriani Antonini Augusti Pii	consul: L. Hedius Rufus Lollianus Avitus | consul: T. Statilius Maximus | year: 8 | king: Antoninus Pius	L(ucio) Lolliano Av[ito] T(ito) Statilio Maximo co(n)s(ulibus) anno VIII Imp(eratoris) Caesaris [T(iti)] [A]eli Hadriani Antonini Aug(usti) Pii	0145-05-17	0145-05-17	0	
3279	69749	bgu.7.1694.txt	1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		M(arco) Ponti[o] Laeliano A(ulo) Iunio Past[ore] [c]o(n)s(ulibus) X K(alendas) Dec(embres) anno IIII Imp(eratoris) Caesaris M(arci) Aur[el]i A[n]tonini Aug(usti) et Imp(eratoris) Caesaris L(ucii) Aure[l]i Veri Aug(usti) mense Ath[y]r die XXV	0163-11-22	0163-11-22	0	
3280	69749	bgu.7.1694.txt	8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 10 10 10 10 10 10	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		M(arco) Pontio Laeliano A(ulo) Iunio Pastore co(n)s(ulibus) ann[o] III Imp(eratoris) Caesaris M(arci) Aureli Antonini Aug(usti) et Imp(eratoris) Caesaris L(ucii) Aureli Veri Aug(usti)	0163-11-22	0163-11-22	0	
3281	69749	bgu.7.1694.txt	13 13 13	Κόμων Κόμων Κόμων		V Id(us) Aug(ustas)	0163-11-22	0163-11-22	0	
3282	69749	bgu.7.1694.txt	17 17 17 17 17 17	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		XIIII Kal(endas) Aug(ustas) [q(uae)] p(roxumae) f(uerunt)	0163-11-22	0163-11-22	0	
3283	69750	bgu.7.1695_2.txt	2 2 2	Κόμων Κόμων Κόμων		ιι καλ(ενδας) |gap=unknown|	0157-10-07	0157-10-07	0	
3284	69750	bgu.7.1695_3.txt	4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 7 7 7 7	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		Nonis Octobr(ibus) Barbaro et Regulo co(n)s(ulibus) anno XXI Imp(eratoris) Caesaris T(iti) Aeli Hadr[ia]ni Antonini Aug(usti) Pii mense Phaophi die X	0157-10-07	0157-10-07	0	
3285	69754	bgu.17.2682_1.txt	1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2	μετὰ τὴν ὑπατείαν τοῦ δεσπότου ἡμῶν Φλαυίου Ζήνωνος τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος τὸ γ | Θὼθ | |gap=1| | γ ἰνδικτιῶνος	consul: Zeno | month: Thoth | day: [ ] | indictio: 3	μετ̣ὰ̣ τὴν ὑπα̣[τ]είαν τοῦ δεσ[π]ό[τ]ου [ἡ]μῶν̣ Φλ(αυίου) Ζή̣[ν]ω[νος] τοῦ̣ [α]ἰωνίου Α̣ὐ̣γ̣ο̣ύ̣στου Αὐτοκράτ̣ορος τὸ [γ] Θὼθ̣ |gap=1| γ̣ ἰ̣[νδ(ικτιῶνος)]	0481-08-29	0481-09-27	0	
3286	69755	bgu.17.2684_1.txt	2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3-4 4 4 4 4 4 4 4	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαουίου Ἰουστινιανοῦ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους εἰκοστοῦ ἐνάτου | μετὰ τὴν ὑπατείαν Φλαουίου Βασιλείου τοῦ πανευφήμου | ἔτους τεσσαρεσκαι | δεκάτου | Θὼθ | εἰκάδι δευτέρᾳ | τετάρτης ἰνδικτιῶνος	king: Iustinianus | year: 29 | consul: Anicius Faustus Albinus Basilius iunior | 0 | year: 10 | month: Thoth | day: 22 | indictio: 4	[βασιλεία]ς τοῦ θειοτάτου ἡμῶν δεσπότου φλαουϊου* ϊουστινιανου* τ̣ο̣ῦ̣ αἰωνίου Α[ὐ]γούστου Αὐτοκράτορος ἔτους [εἰκοστοῦ] ἐνάτου μετὰ τὴν ϋπατειαν* φλαουϊου* Βασιλεί̣ο̣υ̣ τ̣ο̣ῦ̣ π̣α̣ν̣ευφ[ή]μου ἔτους τεσσαρεσκαι- [|vac=unknown|] δεκάτου Θὼθ εἰκὰς* δευτέρᾳ τετάρτης ἰ̣ν̣δ̣ι̣κ̣τ̣(ιῶνος)	0555-09-20	0555-09-20	0	
3287	69756	bgu.17.2685_1.txt	2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4	βασιλείας και ὑπατείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Μαυρικίου Τιβερίου Νέου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους τετάρτου | Μεσορὴ | εἰκάδι | τετάρτης ἰ¨νδικτιῶνος	king: Mauricius | year: 4 | month: Mesore | day: 20 | indictio: 4	βασιλείας και ὑπατείας τοῦ θειοτάτου ἡμῶν δ̣ε̣σ̣π̣ό̣τ̣ο̣υ̣ Φλ(αυίου) Μαυρικίου Τιβερίου Νέου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτο̣ρ̣ο̣ς̣ ἔτους τετάρτου Μεσορὴ εἰκὰς|num=20|* τετάρτης ἰ(¨)νδι̣κ̣(τιῶνος)	0585-08-13	0585-08-13	0	
3288	69764	bgu.17.2693_1.txt	17 17 17	|gap=unknown||gap=1| | ἰνδικτιῶνος θ	0 | indictio: 9	|gap=unknown||gap=1| ἰ(ν)δικ(τιῶνος) θ	0500-01-01	0699-12-31	0	
3289	69765	bgu.17.2694_1.txt	3 3 3 3 3 4 4 4 4 4 5 5 5 5 5 6 6	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Φωκᾶ τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους ἕκτου | Τῦβι | εἰκάδι | ἑνδεκάτης ἰνδικτιῶνος	king: Phocas | year: 6 | month: Tybi | day: 20 | indictio: 11	βασιλείας τοῦ θειοτάτου ἡ̣μῶν δεσπότου Φλα̣υ̣ίου Φωκᾶ τοῦ αἰωνίου Αὐ̣γ̣ο̣ύστ̣ο̣υ̣ Αὐτοκράτορος ἔτους ἕκτου Τῦβι εἰκάδι ἑνδεκάτης ἰνδ(ικτιῶνος)	0608-01-16	0608-01-16	0	
3290	69765	bgu.17.2694_1.txt	20 20 20 20 21 21 21 21 21	ἐν τῷ Ἐπὶφ μηνὶ | τῆς σὺν θεῷ δωδεκάτης ἰνδικτιῶνος	month: Epeiph | indictio: 12	ἐ̣ν̣ τῷ Ἐπὶφ μηνὶ τῆς σὺν \θ(εῷ)/ @^inline^δωδεκάτης@⟦δ|gap=1|δεκατης⟧ ἰνδ(ικτιῶνος)	0608-01-16	0608-01-16	0	
3291	69766	bgu.17.2695_1.txt	2 2 2 2 2 2 2 3 3 3 3 3 3 3 4 4 4 4	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Φωκᾶ τοῦ αἰωνίου Αὐγούστου καὶ Αὐτοκράτορος | ἔτους ἕκτου | Φαρμοῦθι | ἑκκαιδεκάτῃ | ἑνδεκάτης ἰνδικτιῶνος	king: Phocas | year: 6 | month: Pharmouthi | day: 16 | indictio: 11	βασιλείας τοῦ θειοτάτου ἡμῶν δε̣σ̣πότου Φλ(αυίου) Φωκᾶ τοῦ αἰωνίου Ἀγούστου* καὶ Αὐτοκ(ράτορος) ἔτους ἕκτου Φαρμοῦθι ἑκκαιδεκάτῃ ἑνδεκάτης ἰνδ(ικτιῶνος)	0608-04-11	0608-04-11	0	
3292	69766	bgu.17.2695_1.txt	13 13 13 13 14 14 14 14 14	ἐν τῷ Μεσορὴ μηνὶ | τῆς σὺν θεῷ δωδεκάτης ἰνδικτιῶνος	month: Mesore | indictio: 12	ἐν [τῷ] [Μ]ε̣σο̣ρ̣ὴ̣ μ̣η̣ν̣ὶ̣ τῆς σὺν \θ(εῷ)/ δωδεκάτη[ς] [ἰνδ(ικτιῶνος)]	0608-04-11	0608-04-11	0	
3293	69767	bgu.17.2696_1.txt	3 3 3 4 4 4 4 4 4 5 5 5 5 5 6 6 6 6	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλαυίου Ἡρακλείου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος | ἔτους ἕκτου | Παῦνι | δευτέρᾳ | πέμπτης ἰνδικτιῶνος	king: Heraclius | year: 6 | month: Pauni | day: 2 | indictio: 5	βασιλείας τοῦ θειοτάτου ἡμῶν δεσπότου Φλ(αυίου) Ἡρακλείου τοῦ αἰωνίου Αὐγούστου Αὐτοκράτορος ἔτους ἕκτου , Παῦν̣ι̣ δευτέρᾳ πέμπτης ἰνδ(ικτιῶνος)	0616-05-27	0616-05-27	0	
3294	69769	bgu.17.2698_1.txt	48 48 48 48	Φαμενὼθ | η | ἰνδικτιῶνος γ	month: Phamenoth | day: 8 | indictio: 3	Φαμ(ενὼ)θ η ἰ(ν)δ(ικτιῶνος) γ̣	0600-01-01	0699-12-31	0	
3295	69770	bgu.17.2699_1.txt	10 10 10 10 10 11 11 11 11 11 12 12 12 12 12 12	ὑπατείας τῶν δεσποτῶν ἡμῶν Λικιννιανοῦ Λικιννίου Σεβαστοῦ | καὶ Φλαυίου Οὐαλερίου Κωνσταντίνου υἱοῦ Αὐγούστων | |gap=unknown| | ιε | ε|gap=unknown|	consul: Imp. Caesar C. Valerius Licinianus Licinius Augustus | consul: Imp. Caesar Flavius Valerius Constantinus Augustus | month: [ ] | day: 15 | 0	ὑπατείας τῶν [δ]ε̣σποτῶν ἡμῶν Λικιννιανοῦ [Λικιν]νίου Σεβα[στο]ῦ καὶ Φ[λ]α̣υ̣ίου Οὐαλερίου [Κωνσταντίνου] [υἱοῦ] [Ἀγούστων]* |gap=unknown| ιε ε|gap=unknown|	0309-01-01	0309-12-31	0	
3296	69774	bgu.17.2703_1.txt	10 10 11 11 11 11 11 11 12 12 12 13 13	ἔτους α | τῶν κυρίων ἡμῶν Κάρου | καὶ Καρίνου | καὶ Νουμεριανοῦ Σεβαστῶν | Μεσορὴ | ιε	year: 1 | king: Carus | king: Carinus | king: Numerianus | month: Mesore | day: 15	(ἔτους) α του* κυριου* ἡμῶν Κάρου καὶ Καρίνου καὶ Νουμεριανοῦ Σεβαστου* Μεσορὴ ιε	0283-08-08	0283-08-08	0	
3297	69777	bgu.17.2705_1.txt	4 4 4	μηνὶ Παχὼν | ζ	month: Pachons | day: 7	μη(νὶ) Παχ(ὼν) ζ	0500-01-01	0625-12-31	0	
3298	69778	bgu.17.2706_1.txt	6 6 6 6	Φαμενὼθ | β | ἰνδικτιῶνος ε	month: Phamenoth | day: 2 | indictio: 5	Φαμενὼθ β ἰνδ(ικτιῶνος) ε	0600-01-01	0699-12-31	0	
3299	69782	bgu.17.2711_1.txt	4 4 4 4	Ἐπὶφ | ιε | τρίτης ἰνδικτιώνος	month: Epeiph | day: 15 | indictio: 3	Ἐπὶφ ιε τρίτης ϊνδικ(τιονος)*	0500-01-01	0599-12-31	0	
3300	69785	bgu.17.2714_1.txt	4 4 4 4	Παῦνι | β | γ ἰνδικτιῶνος	month: Pauni | day: 2 | indictio: 3	Παῦνι β γ ἰνδ(ικτιῶνος)	0500-01-01	0599-12-31	0	
3301	69786	bgu.17.2715_1.txt	5 5 6 6	Θὼθ | β | θ ἰνδικτιῶνος	month: Thoth | day: 2 | indictio: 9	Θὼθ β θ ἰνδικ(τιῶνος)	0500-01-01	0599-12-31	1	
3302	69789	bgu.17.2718_1.txt	4 4 4 4	Ἁθὺρ | δ | ἰνδικτιῶνος δ	month: Hathyr | day: 4 | indictio: 4	Ἁθὺρ δ ϊνδ(ικτιωνος)* δ̣	0500-01-01	0699-12-31	0	
3303	69790	bgu.17.2719_1.txt	8 8	Φαμενὼθ | ι	month: Phamenoth | day: 10	Φαμε(νὼθ) ι̣	0500-01-01	0699-12-31	0	
3304	69792	bgu.17.2721_1.txt	10 10	Ἐπεὶφ | α	month: Epeiph | day: 1	Ἐπεὶφ α	0500-01-01	0599-12-31	0	
3305	69799	bgu.17.2727_1.txt	5 6 6 6	Τῦβι | ιδ | ἰνδικτιῶνος β	month: Tybi | day: 14 | indictio: 2	Τῦβι ιδ ἰνδ(ικτιῶνος) β	0350-01-01	0399-12-31	0	
3306	69805	bgu.18.1.2731.txt	3 3 3 3	ἐν τῶι λα ἔτει	year: 31	ἐν τῶι λα (ἔτει)	-0087-09-14	-0086-09-13	0	
3307	69807	bgu.18.1.2733.txt	2 2 2 2	ἔτους λα | Χοιὰκ | ζ	year: 31 | month: Choiak | day: 7	(ἔτους) λα Χοιὰχ* ζ̣	-0087-12-19	-0087-12-19	0	
3308	69808	bgu.18.1.2734_1.txt	2 2 2 2	ἔτους λβ | Χοιὰκ | |gap=1-2|	year: 32 | month: Choiak | day: [ ]	(ἔτους) λβ Χοιὰχ* |gap=1-2|	-0086-12-13	-0085-01-11	1	
3309	69808	bgu.18.1.2734_1.txt	14 14 14 14	ἔτους λβ | Χοιὰκ | |gap=1-2|	year: 32 | month: Choiak | day: [ ]	[(ἔτους)] [λβ] [Χ]ο̣[ιὰ]\\χ̣/* |gap=1-2|	-0086-12-13	-0085-01-11	1	
3310	69810	bgu.18.1.2735_2.txt	4 4 4 4	ἔτους λβ | Ἁθὺρ | κε	year: 32 | month: Hathyr | day: 25	[(ἔτους)] [λβ] [Ἁθ]ὺ̣ρ̣ κε̣	-0086-12-11	-0086-12-11	1	
3311	69812	bgu.18.1.2737_1.txt	2 2 2	ἔτους λα | |gap=unknown|	year: 31 | 0	[(ἔτους)] [λα] |gap=unknown|	-0086-08-01	-0086-08-01	0	before
3312	69813	bgu.18.1.2738_1.txt	1 1 1 1	ἔτους λα | Ἐπεὶφ | κβ	year: 31 | month: Epeiph | day: 22	(ἔτους) λ̣α̣ Ἐπεὶφ κβ	-0086-08-01	-0086-08-01	1	
3313	69813	bgu.18.1.2738_1.txt	2 2 2 2	ἔτους λα | Ἐπεὶφ | κβ	year: 31 | month: Epeiph | day: 22	[(ἔτους)] [λα] [Ἐ]π̣ε̣ὶ̣φ̣ κβ̣	-0086-08-01	-0086-08-01	1	
3314	69814	bgu.18.1.2739_1.txt	1 1	ἔτους |gap=unknown|	year: [ ]	[(ἔτους)] |gap=unknown|	-0087-01-01	-0085-12-31	0	about
3315	69815	bgu.18.1.2740.txt	1 1	ἔτους λα	year: 31	[(ἔτους)] [λα]	-0087-09-14	-0086-09-13	1	
3316	69816	bgu.18.1.2741.txt	1 1 1 1	ἔτους λα | Μεχεὶρ | ιη	year: 31 | month: Mecheir | day: 18	(ἔτους) λα Μεχ(εὶρ) ιη	-0086-02-28	-0086-02-28	0	
3317	69816	bgu.18.1.2741.txt	1 1 1 1	ἔτους λα | Μεχεὶρ | ιη	year: 31 | month: Mecheir | day: 18	(ἔτους) λα Μ̣ε̣χε̣ὶρ ιη	-0086-02-28	-0086-02-28	0	
3318	69817	bgu.18.1.2742_1.txt	1 1 1 1	ἔτους λα | Παῦνι | κε	year: 31 | month: Pauni | day: 25	(ἔτους) λα̣ Παῦνι κε	-0086-07-05	-0086-07-05	0	
3319	69817	bgu.18.1.2742_1.txt	2 2 2 2	ἔτους λα | Παῦνι | κε	year: 31 | month: Pauni | day: 25	(ἔτους) λα Πα(ῦνι) κε	-0086-07-05	-0086-07-05	0	
3320	69818	bgu.18.1.2742_2.txt	4 4 4 4	ἔτους λα | Παῦνι | κ	year: 31 | month: Pauni | day: 20	(ἔτους) λα Π̣α̣[ῦν]ι̣ κ̣	-0086-06-30	-0086-06-30	0	after
3321	69818	bgu.18.1.2742_2.txt	17 17 17 17	ἔτους λα | Ἐπεὶφ | |gap=2|	year: 31 | month: Epeiph | day: [ ]	(ἔτους) λα Ἐπ[εὶφ] |gap=2|	-0086-06-30	-0086-06-30	0	after
3322	69818	bgu.18.1.2742_2.txt	18 18 18 18	ἔτους λα | Ἐπεὶφ | |gap=2|	year: 31 | month: Epeiph | day: [ ]	[(ἔτους)] [λα] [Ἐπεὶφ] |gap=2|	-0086-06-30	-0086-06-30	0	after
3323	69819	bgu.18.1.2743.txt	2 2 2 2	ἔτους λα | Παῦνι | κϛ	year: 31 | month: Pauni | day: 26	(ἔτους) λα Παῦνι κϛ	-0086-07-06	-0086-07-06	0	
3324	69819	bgu.18.1.2743.txt	3 3 3 3	ἔτους λα | Παῦνι | κϛ	year: 31 | month: Pauni | day: 26	(ἔτους) λα Παῦνι κϛ	-0086-07-06	-0086-07-06	0	
3325	69820	bgu.18.1.2744.txt	1 1 1	ἔτους λα | |gap=unknown|	year: 31 | 0	(ἔτους) λα |gap=unknown|	-0086-04-22	-0086-04-22	0	after
3326	69820	bgu.18.1.2744.txt	4 4 4 4	ἔτους λα | Φαρμοῦθι | ια	year: 31 | month: Pharmouthi | day: 11	(ἔτους) λα Φαρμοῦ[θ]ι ια	-0086-04-22	-0086-04-22	0	after
3327	69820	bgu.18.1.2744.txt	11 11 11	ἔτους λα | |gap=2||gap=unknown|	year: 31 | 0	(ἔτους) λ̣α |gap=2||gap=unknown|	-0086-04-22	-0086-04-22	0	after
3328	69822	bgu.18.1.2745_2.txt	1 1 1 1	ἔτους λα | Φαρμοῦθι | ιε	year: 31 | month: Pharmouthi | day: 15	(ἔτους) λα Φ̣\\α/ρ(μοῦθι) ιε	-0086-04-26	-0086-04-26	0	
3329	69823	bgu.18.1.2746_1.txt	1 1 1	ἔτους λβ | |gap=unknown|	year: 32 | 0	[(ἔτους)] [λβ] |gap=unknown|	-0086-09-14	-0085-09-12	0	
3330	69824	bgu.18.1.2746_2.txt	1 1 1 1	ἔτους λβ | Ἁθὺρ | ιϛ	year: 32 | month: Hathyr | day: 16	(ἔτους) λβ Ἁθ̣\\ὺ/ρ ι̣ϛ̣	-0086-11-28	-0086-11-28	1	
3331	69826	bgu.18.1.2747_1.txt	2 2 2 2	ἔτους λα | Περιτίου | |gap=1-2|	year: 31 | month: Peritios | day: [ ]	(ἔτους) λα Περ̣ι̣τ̣ί̣[ου] |gap=1-2|	-0086-08-10	-0086-09-08	0	
3332	69827	bgu.18.1.2749_1.txt	4 4 4	ἔτους λα | |gap=unknown|	year: 31 | 0	[(ἔτους)] [λα] |gap=unknown|	-0086-06-21	-0086-06-21	0	
3333	69827	bgu.18.1.2749_1.txt	19 19 19 19	ἔτους λα | Παῦνι | ια	year: 31 | month: Pauni | day: 11	(ἔτους) λα Παῦνι ια	-0086-06-21	-0086-06-21	0	
3334	69827	bgu.18.1.2749_1.txt	20 20 20 20	ἔτους λα | Ἐπεὶφ | η	year: 31 | month: Epeiph | day: 8	(ἔτους) λ̣α Ἐπεὶφ η	-0086-06-21	-0086-06-21	0	
3335	69827	bgu.18.1.2749_1.txt	22 22 22 22	ἔτους λα | Ἐπεὶφ | η	year: 31 | month: Epeiph | day: 8	(ἔτους) λα Ἐ(πεὶ)φ η	-0086-06-21	-0086-06-21	0	
3336	69828	bgu.18.1.2750_1.txt	3 3 3 3	ἔτους λα | Φαρμοῦθι | ιϛ	year: 31 | month: Pharmouthi | day: 16	(ἔτους) λα Φαρμοῦθι ιϛ	-0086-04-27	-0086-04-27	0	
3337	69828	bgu.18.1.2750_1.txt	17 17 17 17	ἔτους λα | Φαρμοῦθι | ιϛ	year: 31 | month: Pharmouthi | day: 16	(ἔτους) [λα] Φ̣[αρ]μ̣οῦθι ιϛ	-0086-04-27	-0086-04-27	0	
3338	69828	bgu.18.1.2750_1.txt	18 18 18 18	ἔτους λα | Φαρμοῦθι | ιϛ	year: 31 | month: Pharmouthi | day: 16	[(ἔτους)] [λα] [Φαρμοῦθ]ι̣ [ι]ϛ	-0086-04-27	-0086-04-27	0	
3339	69830	bgu.18.1.2752.txt	3 3 3 3	ἔτους λα | Παῦνι | |gap=1-2|	year: 31 | month: Pauni | day: [ ]	(ἔτους) λα Παῦν̣[ι] |gap=1-2|	-0086-06-11	-0086-07-10	0	
3340	69913	rom.mil.rec.1.64_1.txt	2 2 2 2	Κόμων Κόμων Κόμων Κόμων		Silvano et Augurino co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3341	69913	rom.mil.rec.1.64_1.txt	4 4 5 5 5 5 5 5	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		ex viii Idus Iulias Pontiano et Rufịṇ[o] co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3342	69913	rom.mil.rec.1.64_1.txt	8 8 8 8-9 9 9 9 9	Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων Κόμων		ex ix Kal(endas) Ma-ias Commodo et Laterano co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3343	69913	rom.mil.rec.1.64_1.txt	11 11 11	Κόμων Κόμων Κόμων		prịdie Kal(endas) Ṣeptembres	0156-08-31	0156-08-31	0	
3344	69913	rom.mil.rec.1.64_1.txt	12 12 13	Κόμων Κόμων Κόμων		Kal(endas) dv Ianuariaṣ	0156-08-31	0156-08-31	0	
3345	69913	rom.mil.rec.1.64_1.txt	19 19 19 19	Κόμων Κόμων Κόμων Κόμων		Silvano et Augurino co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3346	69913	rom.mil.rec.1.64_1.txt	20 20 20 21	Κόμων Κόμων Κόμων Κόμων		ex v Kal(endas) Maias	0156-08-31	0156-08-31	0	
3347	69913	rom.mil.rec.1.64_1.txt	25 25 25	Κόμων Κόμων Κόμων		Vibio Varo co(n)s(ule)	0156-08-31	0156-08-31	0	
3348	69913	rom.mil.rec.1.64_1.txt	26 26 26 27	Κόμων Κόμων Κόμων Κόμων		ex vi Nonas Ṃartias	0156-08-31	0156-08-31	0	
3349	69913	rom.mil.rec.1.64_1.txt	31 31 31 31	Κόμων Κόμων Κόμων Κόμων		Silvano et Augurino co(n)s(ulibus)	0156-08-31	0156-08-31	0	
3350	69913	rom.mil.rec.1.64_1.txt	32 32 32 32	Κόμων Κόμων Κόμων Κόμων		ẹx̣ |gap=2| Ṇonas Maias	0156-08-31	0156-08-31	0	
3351	69913	rom.mil.rec.1.64_1.txt	33 33 33 33	Κόμων Κόμων Κόμων Κόμων		ẹx̣ Idibus s(upra) s(cript)is	0156-08-31	0156-08-31	0	
3352	69913	rom.mil.rec.1.64_1.txt	34 34	Κόμων Κόμων		eodem co(n)s(ul…)	0156-08-31	0156-08-31	0	
